,Unnamed: 0,image_link,group_id,entity_name,entity_value,tesseract_output
14,743,https://m.media-amazon.com/images/I/614aBp6QwxL.jpg,299791,item_weight,6.9 gram," 
   
   
   
   
   
   
   
   
    

Eight sizes of the chain:
A.35cm (14inches) Net weight:6.9g
B.46cm (18inches) Net weight:9g
C.51cm (20inches) Net weight:9.5g
D.55cm (22inches) Net weight:10g
E.61cm (24inches) Net weight:11g
F.66cm (26inches) Net weight:12g
G.71cm (28inches) Net weight:15g

H.76cm (30inches) Net weight:16g

3mm(0.1inch)
"
15,52994,https://m.media-amazon.com/images/I/61q588ra9kL.jpg,308856,item_weight,1000.0 gram," 
"
16,48430,https://m.media-amazon.com/images/I/61S67pg7hBL.jpg,152057,item_weight,500.0 gram,"PeYertaxeltc le) Comal are]
recyclable pouch

     

yourhealthstore.co.uk®9

eat better, feel better

   

100% Pure Cheddar

Cheese
Powder .

    
   
    

   

00g

   

Strman & ©

x00 201
urhealthstore 100 Recyclable Pouch
New

   

|
Salt [758

 

 
"
17,52856,https://m.media-amazon.com/images/I/714d9LgqFyL.jpg,731432,item_weight,87.0 gram,"   

\\SM, Vitamine C, Zinc et acides aminés
Poids Net : 87 g

Pour les femmes enceintes ou allaitantes, prendre
‘avis d’un professionnel de santé. Tenir hors de
norte des enfants. Conserver d température

imbiante. Ne pas utiliser sil’opercule du flacon est

manguant ou endommagé. A consommer de PE [
oréference avant fin et lot N° voir sur le haut du 9
lacon: Ne pas dépasser la dose journaliére.Solgar®

ost une marque déposée. C HI
65 compléments alimentaires ne peuvent étre

stilisés comme substituts d'un régime alimentaire
varié et équilibré et d'un mode de vie sain.
volgar’s KOF-K certification #K-1250
volgar est une marque déposée.

‘abriqué par Solgar UK :

Solgar (U.K.), Herts, HP23 5PT

our NHS France

54-40 rue Guynemer

12130 Issy-les-Moulineaux
735/40865

»XFRB4213 02B

 

 
"
18,53533,https://m.media-amazon.com/images/I/717r4wdsHBL.jpg,844474,item_weight,6.0 gram," 

 
"
19,112716,https://m.media-amazon.com/images/I/81yMoafS-8L.jpg,308856,item_weight,100.0 gram," 
"
20,42280,https://m.media-amazon.com/images/I/71IlZAnNq7L.jpg,281678,item_volume,8.0 fluid ounce,"ORGANIC

CHAI

BREWING
INSTRUCTIONS

205°F

t fresh
dre oly
ered) water

CAFFEINE
GUIDE

OOO 40: mg

@ OO © 26-39 mg
@ OOO 16-25mg
eo:
CAFFEINE-FREE

a.
2 Y 1-15 mg

om
Mirena oe MeN LES
steep time for

8 floz

Pour water over

sachet in cup
optimal flavor.

Values are based on

an 8 #l oz serving and

reflect our standard

brewing methods. A

standard 8 fl oz drip
iret more e Ey

150 mg caffeine

 
"
21,14369,https://m.media-amazon.com/images/I/716L4I-O08L.jpg,254449,item_volume,250.0 millilitre,"CTT)

 
    

Nahrungserganzungsmittel mit Calcium,
Vitamin D3 und SuBungsmitteln.

*Calcium wird fiir die Erhaltung normaler Knochen und
Zahne bendtigt. Vitamin D3 tragt zu einer normalen
Aufnahme und Verwertung von Calcium bei.

SUNLIFE®

Verzehrempfehlung; 2 x taglich eine Brausetablette in
einem Glas Wasser (250 mi) auflésen und trinken.

‘Auf die Einnahme weiterer Calcium-haltiger Nahrungs-
erganzungsmittel sollte verzichtet werden. Die angegebene
empfohlene tagliche Verzehrsmenge darf nicht iberschritten
werden. Nahrungserganzungsmittel sind kein Ersatz fir eine
abwechslungsreiche und ausgewogene Ernahrung und eine
gesunde Lebensweise, AuBer Reichweite von Kleinen Kindern
aufbewahren.

Zutaten: Sauerungsmittel: Citronensaure; Calciumcarbonat;
Saureregulator: Natriumhydrogencarbonat; SiBungsmittel:
Natriumcyclamat; Starke, Fiillstoff: Sorbit; Aroma: Zitrone und
Limette; rr alle Saccharin-Natrium; Cholecalciferol,
Farbstoff: Riboflavin-S -phosphat.

=
o
=
5
2
6
£
o
”n
=
©
MS
ca

~*~
Oo
+
&
—
=
©
U

rcs Mera Men y

Energie 65k) 815k)
16 kcal 194 kcal
Fett <0,1g <01g
~ davon:
gesittigte Fettsauren <O1g <O1g
Kohlenhydrate 029 26g
= davon: Zucker <O1g <O1g
EiweiB <O1g <O1g
Salz 0,609 7,549

Zusammensetzung: pro 2 Tabl. (8,0 g) Nad

Calcium 800 mg 100 %
Vitamin D3 5,0 ng 100 %
= Nahrstoffoezugswert gemaB

linformationsverordnung

Fiir Knochen und Zahne*

     

    

Geschlossen, trocken und vor Warme

 

_geschiitzt lagern. Mindestens haltbar
is Ende: siehe Boden
Inhalt:

 

eee 80 g

Ser uat Vv Glutenfrei ©}
age ea era a) _
Tey AE Osi

EEN eer) ae Cir EC
UT Mien Peal

  
"
22,130692,https://m.media-amazon.com/images/I/51MlCLd0MOL.jpg,369753,item_volume,5.5 ounce,"=_ i

DRMTILGY

 

MEDICAL GRADE SKIN CARE

PUMPKIN
ENZYME MASK

RENEW

exfoliate//hydrate

5.5 0z/156g
"
23,115776,https://m.media-amazon.com/images/I/81bZIWKjxfL.jpg,884560,item_volume,284.0 millilitre,"Cee at baad

  
    
  

TOMATO TOMATO

TOMATO

 
 
 

   

 
 
 

TOMATO
RICE RICE RICE RICE
TOMATES TOMATES TOMATES TOMATES

ETRIZ

 
     
    
"
24,127428,https://m.media-amazon.com/images/I/61vgSGw2X-L.jpg,254449,item_volume,4.0 fluid ounce,"SOVEREIGy
ILV of
way
BIO-ACTIVE
Ta
SOL aa

UU Fes
of Colloidal Silver™

DAILY+
CTT aR ay

AINE
ma

Aaa)

Br ead
Pagel
aA ue

 
"
25,103915,https://m.media-amazon.com/images/I/31eXwPch0TL.jpg,625842,item_volume,250.0 millilitre," 

oy

NIC WATER]
"
26,3095,https://m.media-amazon.com/images/I/61NLjwkWuhL.jpg,373285,item_volume,0.9 litre,"TE
aor usa a
HEDGE WBCADON BOTTIGLI Evo ETICHETTA
| luniebeibanitte

Cee aan ei
Ce a

Gro: /0)

 
"
27,71739,https://m.media-amazon.com/images/I/710mb1wSiLS.jpg,373285,item_volume,32.0 fluid ounce,"Tahiti Trader?

TART CHERRY

organic juice concentrate

 

CERTIFIED PURE UNSWEETENED 100% NATURAL
32 FL OZ (946 ML)

 
"
28,106603,https://m.media-amazon.com/images/I/5116r3GjWML.jpg,916768,item_volume,1.9 litre,"Package Include

1x Tall Container

2 x Mesium Containers
2 x Small Containers

2 x Mini Containers

UleT

ulZ0'8

 

eS

a

4.13in

| omens

ET YL

UIT'9

mm

 

|

a

 

|

4
"
29,72438,https://m.media-amazon.com/images/I/71d2-HL+9QL.jpg,459516,item_volume,15.0 millilitre,"Teo Yaturd

prodotti da agricoltura biologica

Benefici:

  

Depura l'organismo
Elimina le tossine
Teens : Favorisce la digestione

Antiossidante naturale

ARBORESCENS

_BIOLOGICA fg Immunostimolante

Mit Honig - Con miel

_, SINERGIA 1

XGICO - BIO - ORGANIC- BIOLOGISCH - BIOLOGICO

 

Disintossicante

 
"
30,61675,https://m.media-amazon.com/images/I/81L0XwwHDpL.jpg,916768,item_volume,3.0 cubic inch," 
"
31,5837,https://m.media-amazon.com/images/I/71Gy0Bf5ftL.jpg,459516,item_volume,2.0 fluid ounce,"BENEFITS OF
BERBERINE

HEALTH

| ae

&% PROMOTE LIVER & HEART HEALTH
xs SUPPORT IMMUNE SYSTEM
SUPPORT CARDIOVASCULAR HEALTH
@ HELP IMPROVE MOOD

2) PROMOTE DIGESTION SYSTEM

6) BALANCE BLOOD SUGAR LEVELS

 
"
32,70013,https://m.media-amazon.com/images/I/81rLgy2RdmL.jpg,459516,item_volume,0.42 millilitre,"Supplement Facts
Serving Size: 0.42 mL (3 sprays)
Servings Per Container: 142

Amount Per Serving

Proprietary Blend 0.42 mL T

Fresh Agarikon (Fomitopsis officinalis)
mycelium extract +

Fresh Reishi (Ganoderma lucidum s.1.)
mycelium extract +

Fresh Chaga (/nonotus obliquus)
mycelium extract +

Fresh Birch Polypore (Piptoporus betulinus)
mycelium extract +

Fresh Turkey Tails (Trametes versicolor)
mycelium extract +

tDaily value not established +Certified Organic

Other ingredients: water, alcohol ¢ (alcohol
content: 25-35%), myceliated brown rice f,
peppermint essential oil +

 
"
33,125273,https://m.media-amazon.com/images/I/71l6W39OI0L.jpg,459516,item_volume,50.0 millilitre,"IMMER DIE RICHTIGE WAHL, ENTSCHEIDEN SIE SELBST!

 

SCHNELLE WIRKUNG
Volle Wirkung in kurzer Zeit

HOCHWERTIGE INHALTSSTOFFE
Premium Formel / Gepruft

100% NATURLICH & REIN
Ohne Chemie oder Zusatze

0oa0oa @

EINFACHE ANWENDUNG
Schnelle und anhaltende
Wirkung dank hochdosierter
Inhaltsstoffen.

 
"
34,47248,https://m.media-amazon.com/images/I/61KPRvZi7QL.jpg,916768,item_volume,1750.0 millilitre," 

Giz 850M ) 1750ML

 

3300ML)
"
35,97664,https://m.media-amazon.com/images/I/71VbyiL55TL.jpg,884560,item_volume,200.0 millilitre,"EASY 10
PREPARE

° ? 1 SACHET
&S OF MERITENE
200ml
OF WATER, MILK
OR PLANT-BASED DRINK

(E.G. OAT MILK)

STIR
@ OR SHAKE
THOROUGHLY

 
"
36,15427,https://m.media-amazon.com/images/I/71yLa6P2u5L.jpg,459516,item_volume,2.0 fluid ounce,"HERBIFY ®

GS
EXTRAC

ORGANIC
AAS INGREDIENTS

a

EXTRAC
MULBERRY
LEAFA

  
  
  
 
 
     
"
37,109636,https://m.media-amazon.com/images/I/71AtinNcoxL.jpg,459516,item_volume,450.0 millilitre,"PURE-LE ORGANIC
LIQUID GREENS IS EASY TO USE

a,
ae as

ORGANIC

 

Liqu

NT MIX 1 TABLESPOON

gy, Ul ge ea he IN YOUR FAVORITE DRINK, THEN
Y. DRINK AS YOU LIKE
hye detox

Alkaline | Antioxidants | Energy

f Alcalin | Antioxydants | Energie ;

    

 

FEEL THE ENERGY

SPEARMINT | MENTHE VERTE

SUPPORTS Pelee
i balance and Xe leaker)
Tost TaTel ce hy Pim gn ance Mote

EE
D
ER CONCENTRATED
450 mL eoEEE co! CEN ENTE

 

 

   

WWwW.PURELE.CA
"
38,113913,https://m.media-amazon.com/images/I/71OwNcnVv0L.jpg,373285,item_volume,46.0 fluid ounce,"  
  

|
|

yy

 

mea
Pe

 
"
39,16967,https://m.media-amazon.com/images/I/71VfBbDkjCL.jpg,459516,item_volume,1.0 litre,"CLAV STRONG 5?

INGREDIENTS

PORTION 3 CAPSULES PORTION PAR RECIPIENT 30 PORTIONS

QUANTITE PAR PORTION % DE LA VALEUR QUOTIDIENNE

TRAIT DE GRAINES DE FENUGREC 480 mg
NT SAPONINES 240 mg
UDRE DE FEUILLES D'ORTIE 450 mg
EXTRAIT D'AIL NOIR 300 mg
L-ARGININE 300 mg
POUDRE DE CORDYCEPS SINENSIS 150 mg
EXTRAIT DE MACA NOIRE 150 mg
ZINC 10 mg
EXTRAIT DE GINSENG 60 mg
DONT GINSENOSIDES 4,8 mg
SELENIUM 55 ug
EXTRAIT DE TRIBULUS 30 mg
DONT SAPONINES 27 mg
L-HISTIDINE 15mg

 

 

 

 

 

 

 

 

 

 

 

 

 

T VALEUR QUOTIDIENNE NON ETABLIE

 

INGREDIENTS : EXTRAIT DE GRAINES DE FENUGREC, POUDRE DE FEUILLES D'ORTIE, AGENT D'ENROBAGE :
HYDROXYPROPYL METHYLCELLULOSE, EXTRAIT D'AIL NOIR 10:1, L-ARGININE, POUDRE DE CORDYCEPS SINENSIS,
EXTRAIT DE MACA NOIRE 10:1, ZINC, GLUCONATE, EXTRAIT DE GINSENG, LEVURE DE SELENIUM, EXTRAIT DE TRIBULUS,

‘SANS CRUAUTE NON-GMO 100% VEGAN DURABLE
"
40,120207,https://m.media-amazon.com/images/I/71ScuystREL.jpg,271537,voltage,12.0 volt," 
"
41,66513,https://m.media-amazon.com/images/I/51u-80qlwML.jpg,271537,voltage,20.0 volt,"ee
‘CARATTERISTICHE DI FUNZIONAMENTO A 50 Hz

 

 

 

 

 

BONO VE ~esiotomi | WSOR*G62012 Grea
Ce 8 8 toe
FE ee ee
. +.» » Bw om §
oe me mmm nF

 

‘TABELLA DI PRESTAZION! IDRAULICHE

 

     
    

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

| ST a
eps} sites Pesto
‘ABELLA DAT ELETTRICI

 

 

 

 

 

 

 
"
42,77043,https://m.media-amazon.com/images/I/61m3-HGEaXL.jpg,983323,voltage,5.0 volt,"High quality PBT material
High brightness LED, and 5V ARGB control

 
"
43,9128,https://m.media-amazon.com/images/I/71SuNO+qglL.jpg,179080,voltage,48.0 volt,"DOUBLE SAFER RIDING

Front+Rear Double Braking

180m Double
Disc Brakes

  
     

 

Power-on
Brake Lights
"
44,2458,https://m.media-amazon.com/images/I/51tVIBwP4pL.jpg,709627,voltage,43.0 volt," 
"
45,84854,https://m.media-amazon.com/images/I/71uJfU5HbUL.jpg,752266,voltage,5.5 volt,"©

Battery:5.5v 2000MAh

Charge by sunlight in the daytime
Working at night for 8-12 hours

   

2-IN-1

  
 

One solar panel with 2 ground lights
low voltage and saving power
"
46,31969,https://m.media-amazon.com/images/I/61w3c0P3wFL.jpg,752266,voltage,1.2 volt,"PRODUCT DETAILS

Built in AAGOOmAh 1.2V 17%High conversion

Tiger
agoomani2v ©
be ed

   

ON/OFF Button

 

 

IP65 WATERPRROOF

 
"
47,111527,https://m.media-amazon.com/images/I/61h7RSVfgPL.jpg,709627,voltage,3.82 volt,". A

(ot eee oom
Seamer Sera

 
"
48,13844,https://m.media-amazon.com/images/I/81DQR-mPayL.jpg,860821,voltage,"[14.0, 20.0] volt","      

  

of CD Screen (Spe ai levela Power lndicarer x X
PC Rs SN \Y A \)
so

Ye D> NAY)
BN SOSA
ee . SS

   

AS

  
      

CS

et =

INNS
\ SS

aT Say

    
        
   
  
 
 
  
 
 
  
     
   

LTH FS
OLY
YALL LIF)

Dy
eames
ETF RI
TIFF}

7

4;

  
  
 

Sop
Lily
Myf
LT F--I
Li?
A]

 
 

om
C7
- hd
Cap.
LE ZS
J}
a
LE TLJ_f_I}

-—~7
L./
LT

   

LL.

 
   
  
    
     
  
      
      

4, LE
75

LL 77
LL

  

V7
VM

LA

     

 

SG,

ON
wy \X\ XQ
OX XRO
MKRQQ

SETA RXXKRRL
TAT IRQOSSRREKEF

 
 

 

   
"
49,37103,https://m.media-amazon.com/images/I/61w323QIMHL.jpg,271537,voltage,12.0 volt,"3m power cable
with switch

Stainless steel
housing, rust-proof
and corrosion-resistant

  
   

Removable ‘stainless \ 7

steel filter for easy ratte
disassembly and cleaning
"
50,74086,https://m.media-amazon.com/images/I/71Tp-wYAs4L.jpg,746096,voltage,5.0 volt," 
"
51,94973,https://m.media-amazon.com/images/I/61yJEy92olL.jpg,271537,voltage,12.0 volt,"    
 

BILGE PUMP
1500GPH

29mm ID Hose

cE

  
"
52,116563,https://m.media-amazon.com/images/I/719DBXRh8hL.jpg,709627,voltage,250.0 volt,
53,28956,https://m.media-amazon.com/images/I/71xoIhDhxGL.jpg,641642,voltage,5.0 volt,"5.5CM/0.18FT

  

ES &-

Short press to turn on/off, USB powered DC 5V,

 

 

 

5 | long press to dim the works with power bank/
Q brightness from 1%-100% power station

ey

w |

|

TI

+

| With hook, easy to hang Removable bulbs
NL
K oo 7.SM/24.6FT 4

 
"
54,95503,https://m.media-amazon.com/images/I/61PT5Wphl1L.jpg,641642,voltage,5.0 volt,"TOUCH CONTROL SWITCH FREE DIMMING

 
  
  

Brightness +/- (
(Speed up/down) ON/OFF

7color
jumpy change

white fade out

Static = & fade in
monochrome | | 7color
mode ~<G , fade change

 
 
 
 
 

3 base color
jumpy

FLEXIBLE CUSTOMIZATION, SHAPE AND LENGTH CAN GE ADJUSTED AS NEEOED.
CONVENIENT CUT MARK, THE CUT PART OOES NOT LEAK,

gem OS wa

 

 

 

 

 

 

 

 

 
"
55,126061,https://m.media-amazon.com/images/I/41pm2rIN1SL.jpg,271537,voltage,24.0 volt,"        

  

snay
‘nvus vnoy

co
ME

iNOVYHAWIG
"
56,120774,https://m.media-amazon.com/images/I/61M38jzA5JL.jpg,271537,voltage,120.0 volt," 
"
57,25213,https://m.media-amazon.com/images/I/51j8iBHdfRL.jpg,271537,voltage,12.0 volt,"  
   

BILGE PUMP

3500GPH <é

12-VOLT 14.0AMP 40mm ID Hose
MODEL:HYBP1-' 4
"
58,121477,https://m.media-amazon.com/images/I/61Bos3EYnDL.jpg,648011,voltage,"[85.0, 265.0] volt"," 

ProPOW

AC85-265V
ProPOW 7W Yellow
LO. ‘ay
Cc A
AC85-265V C€ Rots FE =
7W Yellow

CE RoHS FE Z

 
"
59,59255,https://m.media-amazon.com/images/I/915MaQnD6oL.jpg,709627,voltage,3.85 volt,"SUE:

Please refer to manual before using battery.
Veuillez consulter le guide d'utilisation
EVENS oa el om

Referez-vous au mode d'emploi

PUP MIMANUIS MeN OEIC (om

Consulte o manual antes de usar a bateria.
Por favor lea el manual antes de

utilizar la bateria.

Dee Dae Ep ou Ue

EB-BG900BBE 2800 mAh
SIN: AA1H515FS/2-B
47° BM: 2016.05.15

Te

Nem aOR ONAN HTAT Ors T Oy

es ee Na Os AW isialea OA a l)

Valarie laa Rosewarne
ENSAMBLADO EN VIETNAM / MONTADO NO VIETNAM
Fieab ptt

RR ROU em CR
CRD ee an Rn Pesan We UR
PTC ea (OMG) aS Wa SSR ch ae ot

 
"
60,39950,https://m.media-amazon.com/images/I/71LIGSE+TmL.jpg,179080,wattage,750.0 watt,"MORE POWER
750W BAFANG MOTOR

 

O77) an

Rated Power Max Torque Max Mileage Limited Speed
ve ETO EU Yaa Tt
"
61,74343,https://m.media-amazon.com/images/I/61V3g5L5PzL.jpg,955292,wattage,1080.0 horsepower,"Support 1080P

Normal Full HD 1080P

 

 
"
62,29028,https://m.media-amazon.com/images/I/71FZ39HkfML.jpg,318770,wattage,60.0 watt,"   

Aluminum shell

 

Reinforced tail

 
"
63,45405,https://m.media-amazon.com/images/I/51Nm9A58fHL.jpg,860821,wattage,5.0 watt,"ER) a
Ea as

 
"
64,76502,https://m.media-amazon.com/images/I/71QMaTpKvxS.jpg,955292,wattage,15.0 watt,"wT
a

Equipement applicable

 
"
65,114399,https://m.media-amazon.com/images/I/61bVFGPo2UL.jpg,752266,wattage,60.0 watt,"    

ene E26 Base
TRG AEs)
"
66,54000,https://m.media-amazon.com/images/I/71vq3vQ++PL.jpg,179080,wattage,750.0 watt," 

wel) (2) (4

750W 86Nm 7-SPEED 28 MPH
HIGH POWER GEAR SHIMANO GEARING MAX SPEED

750W High-Power 86Nm Motor
"
67,32804,https://m.media-amazon.com/images/I/61r-aSqGwYL.jpg,752266,wattage,50.0 watt," 

NOT INCLUDED

aa 5
; Oe |

 

 
 

Eau Ey
eC Tx)

!

 
"
68,17045,https://m.media-amazon.com/images/I/61weT6VaLlS.jpg,752266,wattage,48.0 watt," 

 

 

Anwendungsbereich

Produktgrofe:

030+50*3cm

   

Leistung: Innenbereich:

48W

    
   

10-15m?
"
69,24303,https://m.media-amazon.com/images/I/518M1NZZmRL.jpg,318770,wattage,66.0 watt,"Compatible with all fast charging

Support QC2.0 / FCP / SCP and other protocols

 
"
70,27699,https://m.media-amazon.com/images/I/81-z443vr0L.jpg,318770,wattage,100.0 watt,"rd ae
a Hat 4

5A high current | chs

Significantly reduces charging time compared to standard cables

 

=f ( 100W fast charging

Enables rapid charging for a wide range of devices such as phones,
tablets, headsets, power banks, and earbuds
"
71,66665,https://m.media-amazon.com/images/I/71cwxZkS1CL.jpg,752266,wattage,5.0 watt,"os
| i | ¥
We
7 f
t
js
S

 

4 Ww,
"
72,92412,https://m.media-amazon.com/images/I/81mrSCSyQbL.jpg,179080,wattage,350.0 watt,"__ POWERFUL MOTOR

Pak sala

ff

fg

     

20 DEGREE

START oh ey40 ed

SIAUSic\oM mL OM IV (e)Co)s Max Speed SLOPE
"
73,30013,https://m.media-amazon.com/images/I/710D8ZbgDZL.jpg,318770,wattage,66.0 watt,"Protect Your Devices From Overheating or Overvoltage Damage

   
  
    
 
   

High Current

F d
QC 3.0 Protocol

Safe Charging
"
74,44238,https://m.media-amazon.com/images/I/719td4sJJLL.jpg,860821,wattage,25.0 watt,"—<—

~~

- y~ ""4
> == Battery indicator light
So So

Input:DC 12V TOOL

ey Why
e

 

50%
e

a
25%
e

Output:DC 5V Output DC Botton

 

RECHARGEABLE FLOOR FAN

Model:DFC-F10R

i

|

y

|

Output power.25W
-

 

Input:100-240Vac 50/60 Hz 1.0A max

11.1V/15000mAh (Li-ion) [Oo]
MADE IN CHINA Me FC
"
75,32428,https://m.media-amazon.com/images/I/61CR8ZTT4pL.jpg,318770,wattage,60.0 watt,"The Latest 100W
USB C to C Cable | |

Ultra Fast Charging

 
"
76,2307,https://m.media-amazon.com/images/I/71CBQEm86TL.jpg,179080,wattage,250.0 watt,"20” 36V250W Front wheel Front fork open size:10Omm)}

Brushless toothed motor

 
"
77,90069,https://m.media-amazon.com/images/I/513Xe7HuUML.jpg,416664,wattage,0.3 watt,"   
  
   
  
 
 
  
   

Specifications:

© 1.5V, 0.3W

© LED Qty: 6 LED

© Light color: Warm White
© LED life: 50,000 hours or
more

© Mounting: Tape or
Magnet
© Product Diameter: 3.15 in
© Thickness: 0,87 in

Package includes:

® 6 x Motion Sensor LED
Night Light

© 6 x double-sided
adhesive pz‘;

© 1x User anual
"
78,29047,https://m.media-amazon.com/images/I/61v9ZCh-scL.jpg,179080,wattage,1000.0 watt,"HINTERRAD MIT BRUSHLESS MOTOR

GABEL MINDESTBREITE 135MM

7 FREEWHEELS 48V 1000W LCD

 
"
79,1248,https://m.media-amazon.com/images/I/815ItNAU7kL.jpg,416664,wattage,3.0 watt," 

 

Night Light Projector
User Manual

 

 

Product Diagram

 

Projector light Eee part

Auto-timer indicator

   

s\—-Rotation
<—Power button

) +77-Background light button
Background light

Auto-timer

 

Package Content

 

Name Quantity
Night light projector ]
USB cable ]
User manual ]

 

 

 

 

 

 

 

 

 

Product Specifications

Rated Power 3Ww

Input DE5V/1A

Light source 3Pos.LEDs
Projector light mode | 8 kinds of RGB light
Auto-timer setting 1h/2h/3h

Lamp materials PC + ABS

 

 

 

 

 

 

 

 

 

 

How to use

® Background light
The Background light can be used as an
ambient light to accompany you warmly.

° Power on dinosaur, Its chest will light up blue
background light.

° Power off dinosaur, The background light will
be off. Press the background light button XY 7
you can turn on/off the background light.

® Power on/off
Press the power button ¢!) , the projector light
turns on and starts to rotate, press the power
button again, the projector light turns off and

stops rotating.

© Projector light

 

Press the button & to turn on the projector
ightinred,and pressitinturntosetR,G,B,
R&G,R&B,G&B,RGB,and RGB color changing.
© Rotation switch .

Press the button @ to make the projector
ight rotate slowly,and press it again to stop
he projector light rotating.

© Auto-timer

Press once the button (*) in turn to set 4 kinds
of timer: 1h/2h/3h/deactivating the timer, the
related green auto-timer indicator will be
urned on when the timer is set successfully,
when the timer is deactivated, the auto-timer

 

indicator will be turned off.

Caution

«Do not use the lamp when the USB cable is
frayed or damaged.

¢Do not touch the adapter or USB cable with
wet hands when using.

¢ Never overload electrical circuits to avoid
electrical shock or fire.

«Do notrepair,disassemble or modify the lamp
in any circumstances.

 

 

 
"
80,84322,https://m.media-amazon.com/images/I/718VhIGgKaL.jpg,120219,maximum_weight_recommendation,25.0 ton," 
"
81,34477,https://m.media-amazon.com/images/I/711Lo5JpPwL.jpg,120219,maximum_weight_recommendation,30.0 gram," 
"
82,64530,https://m.media-amazon.com/images/I/71hHtpHw4DL.jpg,801829,maximum_weight_recommendation,120 kilogram,"PARTS

High Quality Nylon Base Easily Withstand

 

Weight Upto-120 kg

 

Heavy Duty Nylon Castor Wheels

 

Class 4 Gas Lift with Cover

Soft Padded & Fixed Arm Rest Gy

 

 

 

Lh
"
